"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias"
"Variável - Quantidade produzida (Toneladas)"
"Nível","Cód.","Brasil e Microrregião Geográfica","Ano x Produto das lavouras temporárias"
"Nível","Cód.","Brasil e Microrregião Geográfica","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Nível","Cód.","Brasil e Microrregião Geográfica","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)"
"MI","35047","Jundiaí (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1626","1567","1382","893","893","893","1568","1568","1961","1903","8434","8157","8577","8498","8555","8571","8571","8556","9659","8321","6099","7968","7994","6990","6494","3962","4322","4322","2402","1262","1255","5529"
"MI","35048","Bragança Paulista (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","26520","23532","24246","23676","23432","29316","20980","25655","28103","26258","26578","24145","26052","25917","28245","25960","27945","25599","37305","35189","42569","65689","57482","67539","47251","53982","57667","59248","61333","64092","63612","63077"
"MI","35049","Campos do Jordão (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1705","1412","909","903","1340","1451","1556","1235","1267","1000","617","945","957","100","986","867","860","790","1441","878","1253","1110","1710","320","280","390","474","390","390","390","370","277"
"MI","35050","São José dos Campos (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","9906","6852","11448","11806","17859","21872","19172","21415","15080","10217","11453","8703","19374","19071","20036","12883","13189","16700","13270","2872","10684","6101","5265","5113","5360","4546","6413","5551","6753","5883","7153","12500"
"MI","35051","Guaratinguetá (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","5388","6925","8317","4483","4715","7179","-","3127","927","2838","2820","2270","2272","2296","2296","2454","2454","2984","2330","1879","1819","1316","1878","1092","1092","1859","1742","690","942","1449","1627","1612"
"MI","35052","Bananal (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","2280","3503","3489","2832","3120","2736","-","2010","2955","2955","2242","2523","2536","2689","2929","3102","3102","2070","2731","2063","1484","2394","2254","2254","2254","2254","2254","1918","1998","691","1732","1742"
"MI","35053","Paraibuna/Paraitinga (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","18345","26905","11544","8429","9671","15527","9837","13252","4177","10398","13243","20040","14261","14145","14843","13423","15437","16519","14336","15043","14398","4487","14552","10566","9744","10968","11482","12393","6908","5363","5748","6580"
"MI","35054","Caraguatatuba (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","-","-","290","270","462","50","...","4025","...","...","-","...","...","...","...","...","...","...","...","...","...","...","-","40","...","70","143","-","-","-","-","-"
"MI","35055","Registro (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","5480","2459","2451","1858","2147","4095","2134","1836","1936","1960","1646","3087","2376","1130","1133","745","739","744","1557","630","391","1274","570","567","537","726","1645","1665","1637","1195","1183","1186"
"MI","35056","Itanhaém (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","217","194","158","148","...","...","...","...","-","-","92","-","93","...","...","...","...","...","...","...","...","...","-","-","275","9","-","-","-","-","-","-"
"MI","35057","Osasco (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","336","330","-","...","...","...","...","...","...","...","54","-","...","...","...","...","...","...","...","...","...","...","-","-","...","...","...","...","-","-","-","-"
"MI","35058","Franco da Rocha (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","-","479","1235","1215","1096","1204","...","282","...","...","521","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","-","-","-","-","-","-"
"MI","35059","Guarulhos (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","950","840","960","744","-","...","-","-","...","...","720","-","...","...","...","...","...","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-"
"MI","35060","Itapecerica da Serra (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1672","1492","-","16","-","-","-","-","-","-","513","...","...","...","...","...","...","...","...","...","...","...","...","...","...","-","...","-","23","23","23","23"
"MI","35061","São Paulo (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","-","-","81","...","-","826","-","-","-","-","693","...","...","...","...","...","...","...","...","...","...","...","...","-","-","-","-","-","-","-","-","-"
"MI","35062","Mogi das Cruzes (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","720","720","480","1194","2076","2207","-","2312","1759","1507","1605","1555","1555","1560","1555","1315","1555","1315","1361","1411","1433","1433","1078","2127","2127","2127","1227","864","97","97","87","75"
"MI","35063","Santos (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","37","37","-","...","...","...","...","...","...","...","-","...","...","...","...","...","...","...","...","-","...","...","...","...","...","-","...","...","-","-","...","..."
"MI","41001","Paranavaí (PR)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","31219","26040","16263","25041","33911","25802","34257","42481","42572","58618","42131","78696","64993","125985","108943","94776","98768","81743","104249","55594","111678","96272","137153","129893","151148","174575","108868","173814","136457","132324","177272","37290"
"MI","41002","Umuarama (PR)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","49790","37840","49206","61081","56339","65769","70553","113531","78521","114054","61830","165142","89605","260110","137438","65309","157388","257742","334305","119239","282182","280375","331244","424604","390823","401921","393111","523674","322276","576391","441238","337355"
"MI","41003","Cianorte (PR)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","22335","18313","20280","36514","37645","45912","42912","44862","62511","69203","47275","108451","52540","118082","78116","42235","77074","130620","121283","84446","141003","109403","135991","133038","134335","122998","106351","144898","146989","120977","105066","98832"
"MI","41004","Goioerê (PR)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","82222","109993","173688","217958","224632","184468","187300","184897","221353","317500","118264","453114","228709","589538","387128","291656","471156","504575","827726","639351","771137","762980","1077971","1082403","955903","998422","1043918","1184092","828835","1414105","1181545","865733"
"MI","41005","Campo Mourão (PR)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","148491","187131","220929","364656","330411","335070","315217","325410","330395","386954","226414","578147","404916","689202","526333","393566","565731","597981","781837","558979","514314","593249","882772","896074","781823","755875","690643","1045374","613530","937392","1114549","725120"
"MI","41006","Astorga (PR)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","54731","62700","41407","62015","82628","69274","78766","88571","80126","118073","73000","188184","109813","216671","184298","127067","164452","234015","281188","165015","221390","274298","380451","403574","496278","537293","322228","599287","370548","508192","573710","147737"
"MI","41007","Porecatu (PR)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","33089","56881","78037","118820","51854","161754","118085","149261","245784","218992","79881","261864","196052","297332","263418","129515","134179","322963","351824","240025","368947","327277","534292","440338","628524","637025","468779","608381","431080","573312","583380","157452"
"MI","41008","Floraí (PR)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","13805","24645","38895","103235","64980","178440","194545","176563","287327","286925","102417","336569","217135","415904","305653","252805","299339","342835","393677","539294","407877","395988","487045","486777","547087","501129","431009","587100","448315","552911","601283","217329"
"MI","41009","Maringá (PR)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","13310","15160","17060","41150","32120","85340","68870","61113","85625","108160","34526","124255","78703","163775","110360","83665","139315","223744","216198","313573","219273","201512","286942","259991","281746","241612","185355","334559","215019","278985","327440","101118"
"MI","41010","Apucarana (PR)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","118089","134913","147609","158544","200044","232208","228147","231643","216610","223046","205772","286885","221349","254794","242340","168208","201903","217519","228045","94779","133563","133660","195951","149582","150334","128468","100039","224423","82857","142505","193810","124608"
"MI","41011","Londrina (PR)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","110184","125444","140302","143085","151300","208283","207872","244695","247365","222660","120410","320205","209616","256652","202141","153298","216110","310757","329393","254458","327334","311960","736223","569664","641653","757737","408777","685980","413850","563859","570125","240572"
"MI","41012","Faxinal (PR)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","73686","61469","73382","78314","100683","111056","103393","104969","76600","77714","71606","118476","92555","107287","68857","41276","60709","86433","89198","58071","56938","56904","94194","88174","86529","100911","71390","109975","94523","124620","150150","87435"
"MI","41013","Ivaiporã (PR)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","182723","157050","201004","223088","264780","300840","354220","317462","286165","289562","201068","374422","246358","308880","208976","152365","215500","290768","355188","235271","203296","267819","321773","324908","286210","199586","170578","320921","271519","275173","258736","248093"
